timestamp,district,temp_c,humidity_pct,pressure_hpa,wind_speed_kmph,wind_dir,cloud_cover_pct
2020-01-04 00:00:00,Kokrajhar,24.4,47.0,1000.4,23.0,NW,97.66
2020-01-04 00:00:00,Lakhimpur,25.3,90.64,988.8,3.8,SW,59.73
2020-01-04 00:00:00,Morigaon,20.7,89.68,984.9,30.4,SW,38.34
2020-01-04 00:00:00,Nagaon,26.9,74.83,1000.4,8.6,S,65.33
2020-01-04 00:00:00,Nalbari,30.3,90.57,995.2,15.6,W,47.71
2020-01-04 00:00:00,Sivasagar,32.2,78.96,984.0,1.2,N,19.23
2020-01-04 00:00:00,Sonitpur,34.4,78.96,983.3,11.7,SE,64.16
2020-01-04 00:00:00,Tinsukia,27.8,58.08,988.3,46.7,N,67.89
2020-01-05 00:00:00,Barpeta,23.5,57.37,1004.7,28.6,S,61.39
2020-01-05 00:00:00,Bongaigaon,29.2,50.19,1002.1,25.5,NW,1.42
2020-01-05 00:00:00,Cachar,26.1,87.33,984.4,12.5,NE,19.97
2020-01-05 00:00:00,Darrang,16.7,62.42,995.1,22.2,SE,96.48
2020-01-05 00:00:00,Dhemaji,21.3,71.15,988.5,49.9,E,28.27
2020-01-05 00:00:00,Dhubri,15.1,46.36,984.3,40.0,NE,25.47
2020-01-05 00:00:00,Dibrugarh,30.7,79.04,993.0,48.3,W,50.7
2020-01-05 00:00:00,Goalpara,24.3,48.75,996.7,35.8,E,3.59
2020-01-05 00:00:00,Golaghat,15.1,68.1,1005.2,10.6,W,21.62
2020-01-05 00:00:00,Jorhat,28.1,52.35,1001.7,40.8,E,19.07
2020-01-05 00:00:00,Kamrup,28.7,83.12,984.9,41.2,N,19.75
2020-01-05 00:00:00,Karimganj,18.4,60.32,996.8,45.9,NW,63.53
2020-01-05 00:00:00,Kokrajhar,18.7,64.75,985.9,36.4,W,53.63
2020-01-05 00:00:00,Lakhimpur,27.4,87.56,1008.8,21.6,NE,43.6
2020-01-05 00:00:00,Morigaon,33.0,63.99,980.1,12.4,W,84.75
2020-01-05 00:00:00,Nagaon,23.4,75.46,988.0,47.4,SE,52.99
2020-01-05 00:00:00,Nalbari,29.6,82.38,990.6,5.7,E,58.15
2020-01-05 00:00:00,Sivasagar,28.0,63.12,981.0,3.2,W,74.11
2020-01-05 00:00:00,Sonitpur,16.8,40.4,984.6,9.6,E,12.32
2020-01-05 00:00:00,Tinsukia,28.6,82.2,984.0,21.7,SE,9.82
2020-01-06 00:00:00,Barpeta,16.9,63.51,997.0,7.1,W,10.53
2020-01-06 00:00:00,Bongaigaon,31.2,44.91,988.9,12.2,SE,43.76
2020-01-06 00:00:00,Cachar,21.2,88.55,999.4,4.5,W,34.87
2020-01-06 00:00:00,Darrang,25.0,87.53,996.7,46.2,SE,28.0
2020-01-06 00:00:00,Dhemaji,27.1,51.7,987.2,8.6,W,72.95
2020-01-06 00:00:00,Dhubri,21.4,73.92,1002.4,11.6,SW,52.08
2020-01-06 00:00:00,Dibrugarh,20.8,57.04,992.2,36.5,NE,36.3
2020-01-06 00:00:00,Goalpara,21.2,41.23,1001.1,39.3,SE,7.5
2020-01-06 00:00:00,Golaghat,31.8,46.5,1005.8,13.5,NW,92.64
2020-01-06 00:00:00,Jorhat,18.9,46.85,1008.9,5.6,NW,6.84
2020-01-06 00:00:00,Kamrup,27.7,89.46,991.5,0.4,N,72.3
2020-01-06 00:00:00,Karimganj,27.4,54.6,997.8,39.9,S,31.66
2020-01-06 00:00:00,Kokrajhar,15.5,62.91,993.1,12.0,W,92.81
2020-01-06 00:00:00,Lakhimpur,16.2,49.05,998.8,49.8,SW,22.92
2020-01-06 00:00:00,Morigaon,26.8,91.8,1009.1,36.3,NW,44.99
2020-01-06 00:00:00,Nagaon,34.2,73.82,1001.0,43.0,SW,0.85
2020-01-06 00:00:00,Nalbari,18.6,50.23,1001.8,0.9,NW,51.47
2020-01-06 00:00:00,Sivasagar,18.6,57.79,986.5,0.4,S,27.66
2020-01-06 00:00:00,Sonitpur,33.4,68.39,996.4,47.8,SW,16.39
2020-01-06 00:00:00,Tinsukia,22.3,44.28,997.4,27.7,SW,86.42
2020-01-07 00:00:00,Barpeta,33.3,72.2,981.1,34.7,W,9.63
2020-01-07 00:00:00,Bongaigaon,18.6,92.65,1007.3,23.6,SE,36.21
2020-01-07 00:00:00,Cachar,27.0,94.49,986.7,38.5,N,49.08
2020-01-07 00:00:00,Darrang,26.2,91.61,982.9,30.8,S,78.69
2020-01-07 00:00:00,Dhemaji,27.2,54.69,1004.5,17.5,NW,56.31
2020-01-07 00:00:00,Dhubri,18.4,72.65,1005.6,30.5,NE,62.36
2020-01-07 00:00:00,Dibrugarh,26.1,61.3,994.3,4.4,N,64.09
2020-01-07 00:00:00,Goalpara,16.5,71.04,1003.4,21.8,SW,41.34
2020-01-07 00:00:00,Golaghat,20.4,65.99,992.3,32.5,S,66.24
2020-01-07 00:00:00,Jorhat,25.9,58.49,988.3,40.9,S,1.74
2020-01-07 00:00:00,Kamrup,26.3,57.18,998.8,21.1,S,30.15
2020-01-07 00:00:00,Karimganj,34.4,40.71,983.3,17.6,SW,60.7
2020-01-07 00:00:00,Kokrajhar,33.3,82.12,993.3,48.3,NW,87.02
2020-01-07 00:00:00,Lakhimpur,18.3,76.04,991.3,40.2,SE,47.94
2020-01-07 00:00:00,Morigaon,30.6,55.47,987.0,15.3,SW,17.91
2020-01-07 00:00:00,Nagaon,34.5,40.64,1006.8,40.5,W,40.79
2020-01-07 00:00:00,Nalbari,20.7,55.08,984.3,22.9,NE,22.04
2020-01-07 00:00:00,Sivasagar,17.9,54.56,981.5,0.5,NW,31.07
2020-01-07 00:00:00,Sonitpur,17.2,84.48,998.2,43.3,E,62.06
2020-01-07 00:00:00,Tinsukia,31.9,48.94,1005.9,16.0,NW,22.98
2020-01-08 00:00:00,Barpeta,19.6,70.06,983.5,38.5,SE,11.66
2020-01-08 00:00:00,Bongaigaon,27.4,87.68,995.0,20.2,SE,49.92
2020-01-08 00:00:00,Cachar,33.2,81.37,998.4,32.6,NE,44.73
2020-01-08 00:00:00,Darrang,21.3,65.58,1002.2,32.7,E,79.09
2020-01-08 00:00:00,Dhemaji,25.5,77.09,998.0,49.8,NW,19.13
2020-01-08 00:00:00,Dhubri,32.3,89.1,1009.5,20.1,NW,7.77
2020-01-08 00:00:00,Dibrugarh,19.4,46.21,991.0,30.2,SW,64.39
2020-01-08 00:00:00,Goalpara,22.4,65.77,1003.2,29.7,NW,59.4
2020-01-08 00:00:00,Golaghat,17.0,63.8,1001.3,44.7,N,46.22
2020-01-08 00:00:00,Jorhat,18.6,86.2,995.7,7.9,W,75.08
2020-01-08 00:00:00,Kamrup,24.3,57.29,992.0,7.0,SE,18.93
2020-01-08 00:00:00,Karimganj,24.2,82.43,983.4,16.8,N,91.23
2020-01-08 00:00:00,Kokrajhar,32.4,44.99,1004.4,37.6,NW,28.81
2020-01-08 00:00:00,Lakhimpur,27.8,82.04,995.8,24.1,E,86.18
2020-01-08 00:00:00,Morigaon,22.9,93.66,1009.4,21.1,N,57.37
2020-01-08 00:00:00,Nagaon,21.1,46.38,1001.7,14.5,W,62.65
2020-01-08 00:00:00,Nalbari,23.8,65.03,990.2,7.2,NW,95.02
2020-01-08 00:00:00,Sivasagar,25.7,66.31,1009.7,37.0,NE,78.55
2020-01-08 00:00:00,Sonitpur,33.3,45.46,986.8,6.3,SW,71.2
2020-01-08 00:00:00,Tinsukia,16.3,84.29,994.2,25.8,SW,46.07
2020-01-09 00:00:00,Barpeta,32.3,67.41,985.1,44.4,N,80.04
2020-01-09 00:00:00,Bongaigaon,22.8,51.54,1008.4,49.4,W,54.46
2020-01-09 00:00:00,Cachar,26.4,93.35,987.8,30.5,SE,89.7
2020-01-09 00:00:00,Darrang,30.5,66.21,1007.3,28.4,W,1.65
2020-01-09 00:00:00,Dhemaji,23.4,41.65,980.3,24.0,NE,25.66
2020-01-09 00:00:00,Dhubri,23.6,58.76,995.1,28.4,NW,20.13
2020-01-09 00:00:00,Dibrugarh,22.9,64.3,980.8,16.9,SW,30.74
2020-01-09 00:00:00,Goalpara,21.0,72.52,1000.1,5.7,W,30.01
2020-01-09 00:00:00,Golaghat,33.1,85.98,1009.2,3.6,W,91.78
2020-01-09 00:00:00,Jorhat,25.1,69.36,1003.9,4.7,NE,17.68
2020-01-09 00:00:00,Kamrup,27.5,92.37,1003.9,24.0,NE,52.17
2020-01-09 00:00:00,Karimganj,25.1,69.67,1006.3,27.0,SW,89.98
2020-01-09 00:00:00,Kokrajhar,28.5,62.97,1000.7,18.9,SE,11.73
2020-01-09 00:00:00,Lakhimpur,26.1,93.43,999.8,46.6,NE,22.97
2020-01-09 00:00:00,Morigaon,20.3,87.5,992.2,13.8,NW,61.61
2020-01-09 00:00:00,Nagaon,16.5,47.41,996.1,34.6,NW,74.64
2020-01-09 00:00:00,Nalbari,31.1,92.25,1002.3,21.2,W,6.97
2020-01-09 00:00:00,Sivasagar,33.1,75.89,985.0,2.5,N,99.63
2020-01-09 00:00:00,Sonitpur,24.0,81.79,995.3,45.2,S,59.98
2020-01-09 00:00:00,Tinsukia,23.7,72.5,989.5,0.3,W,25.97
2020-01-10 00:00:00,Barpeta,26.5,61.54,984.4,43.5,N,31.96
2020-01-10 00:00:00,Bongaigaon,23.5,74.17,994.3,0.0,S,80.39
2020-01-10 00:00:00,Cachar,32.7,74.65,1008.7,30.0,N,51.72
2020-01-10 00:00:00,Darrang,32.1,42.13,984.4,39.5,W,28.76
2020-01-10 00:00:00,Dhemaji,29.8,49.95,1006.7,40.4,NE,13.9
2020-01-10 00:00:00,Dhubri,24.6,43.23,1002.9,49.8,N,67.26
2020-01-10 00:00:00,Dibrugarh,20.9,91.33,993.4,13.6,N,12.75
2020-01-10 00:00:00,Goalpara,31.9,64.43,1005.0,6.2,SW,81.42
2020-01-10 00:00:00,Golaghat,19.6,83.28,990.9,27.6,SW,2.38
2020-01-10 00:00:00,Jorhat,19.1,91.63,993.3,32.1,W,43.49
2020-01-10 00:00:00,Kamrup,33.0,94.0,1008.1,4.9,SE,52.66
2020-01-10 00:00:00,Karimganj,19.3,52.89,987.8,44.6,SE,25.56
2020-01-10 00:00:00,Kokrajhar,28.9,63.02,1001.3,21.4,N,12.98
2020-01-10 00:00:00,Lakhimpur,26.4,91.49,981.1,19.6,NW,53.19
2020-01-10 00:00:00,Morigaon,20.3,59.52,996.5,18.1,W,93.79
2020-01-10 00:00:00,Nagaon,33.4,93.29,985.2,38.7,W,40.83
2020-01-10 00:00:00,Nalbari,23.1,71.73,1006.3,25.8,SE,94.7
2020-01-10 00:00:00,Sivasagar,20.9,72.04,987.9,3.9,E,69.27
2020-01-10 00:00:00,Sonitpur,30.3,49.48,980.8,22.8,NW,51.05
2020-01-10 00:00:00,Tinsukia,21.5,43.1,982.5,13.1,S,4.96
2020-01-11 00:00:00,Barpeta,34.7,92.35,985.4,5.6,NW,25.94
2020-01-11 00:00:00,Bongaigaon,30.7,93.23,1005.3,19.8,SW,9.85
2020-01-11 00:00:00,Cachar,25.7,75.11,989.0,10.1,SW,8.63
2020-01-11 00:00:00,Darrang,15.4,73.65,990.0,12.4,SE,6.49
2020-01-11 00:00:00,Dhemaji,25.3,70.79,998.8,48.8,NE,33.3
2020-01-11 00:00:00,Dhubri,29.6,92.02,999.6,49.1,NW,94.3
2020-01-11 00:00:00,Dibrugarh,20.5,53.41,986.6,16.6,NE,76.25
2020-01-11 00:00:00,Goalpara,28.7,80.71,994.8,0.6,SW,24.21
2020-01-11 00:00:00,Golaghat,29.3,75.33,995.9,42.2,N,38.9
2020-01-11 00:00:00,Jorhat,15.9,63.17,1001.3,29.4,NE,48.72
2020-01-11 00:00:00,Kamrup,24.9,53.46,982.5,45.4,N,77.51
2020-01-11 00:00:00,Karimganj,16.0,65.77,1009.8,36.2,S,73.05
2020-01-11 00:00:00,Kokrajhar,22.2,89.73,1009.1,3.0,NW,65.88
2020-01-11 00:00:00,Lakhimpur,24.4,87.81,1002.5,42.9,NW,31.63
2020-01-11 00:00:00,Morigaon,34.3,77.82,1003.8,3.4,NE,44.77
2020-01-11 00:00:00,Nagaon,16.0,63.83,1008.2,7.7,W,38.14
2020-01-11 00:00:00,Nalbari,34.0,66.28,986.7,24.4,E,15.85
2020-01-11 00:00:00,Sivasagar,22.5,71.28,990.6,19.5,NW,32.63
2020-01-11 00:00:00,Sonitpur,33.2,81.5,984.4,3.5,SE,58.19
2020-01-11 00:00:00,Tinsukia,24.7,48.38,999.0,20.4,NW,47.27
2020-01-12 00:00:00,Barpeta,26.8,52.86,982.0,32.7,S,43.01
2020-01-12 00:00:00,Bongaigaon,22.3,62.3,1008.4,31.6,SE,27.62
2020-01-12 00:00:00,Cachar,34.9,76.42,993.2,9.8,NW,74.22
2020-01-12 00:00:00,Darrang,33.6,66.23,987.0,22.1,E,62.15
2020-01-12 00:00:00,Dhemaji,33.7,41.54,999.9,21.4,SW,25.09
2020-01-12 00:00:00,Dhubri,21.0,62.22,998.6,24.0,SE,49.75
2020-01-12 00:00:00,Dibrugarh,17.3,88.14,984.6,32.3,SE,54.45
2020-01-12 00:00:00,Goalpara,33.6,55.82,986.7,0.9,N,12.73
2020-01-12 00:00:00,Golaghat,28.9,60.72,983.4,14.1,NW,44.54
2020-01-12 00:00:00,Jorhat,17.1,81.99,991.7,16.4,SW,35.43
2020-01-12 00:00:00,Kamrup,32.8,49.27,1008.6,19.2,NE,74.37
2020-01-12 00:00:00,Karimganj,17.4,69.17,986.0,14.3,NW,20.39
2020-01-12 00:00:00,Kokrajhar,29.9,46.03,980.0,40.3,W,34.68
2020-01-12 00:00:00,Lakhimpur,25.7,46.66,986.2,37.8,S,12.7
2020-01-12 00:00:00,Morigaon,32.0,59.36,998.2,42.7,W,62.48
2020-01-12 00:00:00,Nagaon,21.9,85.75,1003.6,16.9,SW,10.97
2020-01-12 00:00:00,Nalbari,17.3,92.72,992.2,16.2,W,45.51
2020-01-12 00:00:00,Sivasagar,28.4,51.43,990.1,28.0,W,34.16
2020-01-12 00:00:00,Sonitpur,19.4,83.78,985.8,19.0,NE,97.61
2020-01-12 00:00:00,Tinsukia,32.2,63.63,995.5,27.7,N,8.67
2020-01-13 00:00:00,Barpeta,27.8,67.01,1004.4,39.8,N,21.04
2020-01-13 00:00:00,Bongaigaon,28.2,50.24,990.9,23.1,E,73.92
2020-01-13 00:00:00,Cachar,29.5,46.34,1007.5,27.6,W,82.76
2020-01-13 00:00:00,Darrang,24.6,73.85,993.4,11.4,E,20.19
2020-01-13 00:00:00,Dhemaji,34.7,66.64,1000.0,10.4,W,49.32
2020-01-13 00:00:00,Dhubri,19.0,45.84,980.1,2.3,NE,89.87
2020-01-13 00:00:00,Dibrugarh,25.8,53.17,1004.4,28.3,SE,3.37
2020-01-13 00:00:00,Goalpara,17.6,90.28,1001.6,39.4,NE,37.79
2020-01-13 00:00:00,Golaghat,34.2,83.45,1009.3,41.3,W,31.1
2020-01-13 00:00:00,Jorhat,21.7,53.16,993.5,7.8,S,16.42
2020-01-13 00:00:00,Kamrup,15.8,54.63,985.0,9.1,SW,98.91
2020-01-13 00:00:00,Karimganj,16.9,93.69,996.8,17.7,W,13.04
2020-01-13 00:00:00,Kokrajhar,20.8,85.44,995.8,9.0,SE,97.18
2020-01-13 00:00:00,Lakhimpur,27.1,41.97,1001.0,37.9,NW,43.32
2020-01-13 00:00:00,Morigaon,33.8,86.95,993.4,29.7,SE,34.96
2020-01-13 00:00:00,Nagaon,24.5,87.56,987.2,43.2,E,72.37
2020-01-13 00:00:00,Nalbari,30.6,71.79,982.7,15.2,N,95.97
2020-01-13 00:00:00,Sivasagar,26.6,47.38,1007.1,23.1,W,88.49
2020-01-13 00:00:00,Sonitpur,27.6,56.26,1000.9,28.5,W,60.41
2020-01-13 00:00:00,Tinsukia,22.7,76.85,983.9,24.5,SW,63.73
2020-01-14 00:00:00,Barpeta,27.4,61.86,986.0,4.9,S,98.74
2020-01-14 00:00:00,Bongaigaon,28.9,83.13,994.7,9.7,S,61.98
2020-01-14 00:00:00,Cachar,20.3,79.0,983.8,43.5,E,56.97
2020-01-14 00:00:00,Darrang,33.2,88.83,984.2,35.5,NE,87.46
2020-01-14 00:00:00,Dhemaji,29.1,86.82,980.5,6.5,N,27.38
2020-01-14 00:00:00,Dhubri,22.3,53.23,996.6,3.7,NW,36.91
2020-01-14 00:00:00,Dibrugarh,16.2,76.13,991.0,11.7,E,51.33
2020-01-14 00:00:00,Goalpara,16.7,69.42,988.2,15.1,NW,60.71
2020-01-14 00:00:00,Golaghat,17.7,90.9,980.3,42.8,N,99.48
2020-01-14 00:00:00,Jorhat,27.5,70.43,1002.8,2.1,W,44.7
2020-01-14 00:00:00,Kamrup,26.6,42.43,988.0,38.9,S,21.1
2020-01-14 00:00:00,Karimganj,24.4,66.67,997.7,17.9,W,72.25
2020-01-14 00:00:00,Kokrajhar,28.6,79.51,995.5,2.1,E,78.41
2020-01-14 00:00:00,Lakhimpur,15.3,84.34,983.4,1.5,N,90.61
2020-01-14 00:00:00,Morigaon,29.0,45.97,998.3,46.7,W,24.16
2020-01-14 00:00:00,Nagaon,32.3,52.84,1002.5,36.0,E,81.54
2020-01-14 00:00:00,Nalbari,28.8,45.57,990.6,35.5,W,70.96
2020-01-14 00:00:00,Sivasagar,15.2,77.39,986.6,23.9,NW,49.91
2020-01-14 00:00:00,Sonitpur,29.4,84.32,993.2,15.4,E,50.7
2020-01-14 00:00:00,Tinsukia,28.3,79.04,986.7,22.3,NW,32.45
2020-01-15 00:00:00,Barpeta,30.1,89.4,1000.7,1.5,S,6.93
2020-01-15 00:00:00,Bongaigaon,19.0,79.54,997.1,38.4,E,94.07
2020-01-15 00:00:00,Cachar,20.9,52.0,987.4,48.0,SW,46.6
2020-01-15 00:00:00,Darrang,16.0,62.53,1007.9,33.8,E,67.25
2020-01-15 00:00:00,Dhemaji,24.4,80.83,987.5,33.2,W,60.9
2020-01-15 00:00:00,Dhubri,23.6,50.63,983.3,43.4,SW,20.85
2020-01-15 00:00:00,Dibrugarh,18.0,94.51,1005.2,16.6,NW,35.07
2020-01-15 00:00:00,Goalpara,33.0,62.32,984.9,37.4,SE,41.12
2020-01-15 00:00:00,Golaghat,16.9,57.01,1008.2,23.6,SW,24.3
2020-01-15 00:00:00,Jorhat,29.4,40.29,995.6,6.5,S,84.1
2020-01-15 00:00:00,Kamrup,19.8,68.3,994.5,10.3,W,20.0
2020-01-15 00:00:00,Karimganj,15.6,68.27,998.6,40.2,S,8.76
2020-01-15 00:00:00,Kokrajhar,28.4,92.79,1004.7,42.2,NW,8.81
2020-01-15 00:00:00,Lakhimpur,21.4,88.9,983.6,30.6,E,45.73
2020-01-15 00:00:00,Morigaon,34.4,48.5,1000.4,27.7,NE,14.66
2020-01-15 00:00:00,Nagaon,30.7,78.19,1001.6,14.8,S,18.98
2020-01-15 00:00:00,Nalbari,30.5,53.04,1004.0,37.7,NW,63.98
2020-01-15 00:00:00,Sivasagar,20.4,77.39,1004.7,40.3,S,55.75
2020-01-15 00:00:00,Sonitpur,27.1,66.68,980.0,43.2,W,96.08
2020-01-15 00:00:00,Tinsukia,34.1,61.85,981.3,6.4,SW,29.37
2020-01-16 00:00:00,Barpeta,15.3,40.35,980.8,39.9,N,57.66
2020-01-16 00:00:00,Bongaigaon,20.6,45.65,988.4,30.9,SW,23.32
2020-01-16 00:00:00,Cachar,15.6,46.51,988.2,11.2,E,3.79
2020-01-16 00:00:00,Darrang,24.4,94.78,984.7,14.2,NE,80.18
2020-01-16 00:00:00,Dhemaji,18.2,75.24,1005.6,40.6,SE,81.81
2020-01-16 00:00:00,Dhubri,27.0,51.19,988.4,16.8,E,57.09
2020-01-16 00:00:00,Dibrugarh,22.5,90.2,1001.2,19.8,N,10.51
2020-01-16 00:00:00,Goalpara,34.0,77.27,991.5,35.1,S,20.43
2020-01-16 00:00:00,Golaghat,29.1,83.6,980.1,32.6,SE,30.86
2020-01-16 00:00:00,Jorhat,29.7,68.23,991.7,24.2,N,66.05
2020-01-16 00:00:00,Kamrup,23.0,42.23,1003.4,27.4,SW,67.63
2020-01-16 00:00:00,Karimganj,27.7,43.21,1009.1,44.3,S,0.47
2020-01-16 00:00:00,Kokrajhar,33.3,63.62,983.4,17.8,NE,73.2
2020-01-16 00:00:00,Lakhimpur,31.2,50.77,981.7,15.5,S,24.13
2020-01-16 00:00:00,Morigaon,32.2,90.16,999.1,8.9,SW,43.36
2020-01-16 00:00:00,Nagaon,22.3,75.57,991.3,44.7,NE,95.42
2020-01-16 00:00:00,Nalbari,21.1,78.27,992.3,37.9,S,33.29
2020-01-16 00:00:00,Sivasagar,29.7,85.62,981.9,28.7,SE,12.48
2020-01-16 00:00:00,Sonitpur,21.3,92.2,996.7,47.1,NW,74.74
2020-01-16 00:00:00,Tinsukia,29.2,66.22,980.6,8.6,E,7.02
2020-01-17 00:00:00,Barpeta,28.6,50.87,993.4,11.0,NE,54.16
2020-01-17 00:00:00,Bongaigaon,22.3,76.12,996.3,43.9,NW,32.51
2020-01-17 00:00:00,Cachar,28.7,50.97,990.1,7.6,W,19.71
2020-01-17 00:00:00,Darrang,20.7,54.3,1004.1,27.2,NW,44.93
2020-01-17 00:00:00,Dhemaji,16.1,83.31,991.3,21.2,SW,85.79
2020-01-17 00:00:00,Dhubri,31.2,89.54,982.2,41.3,NE,28.03
2020-01-17 00:00:00,Dibrugarh,18.3,80.52,983.4,22.2,S,23.51
2020-01-17 00:00:00,Goalpara,17.1,53.31,1004.7,43.9,E,69.0
